YEAR,MONTH,STATNAME,STATCD,DISTNAME,DISTCD,EVENT_NAME,EVENT_CODE
2012,7,CHHATTISGARH,22,KANKER,2214,poverty,1
2012,10,KARNATAKA,29,MANDYA,2922,education,3
2012,9,UTTARAKHAND,5,RUDRAPRAYAG,503,education,3
2012,9,UTTAR PRADESH,9,MAHARAJGANJ,957,poverty,1
2012,4,ANDHRA PRADESH,28,WEST GODAVARI,2815,poverty,1
2012,3,HARYANA,6,MEWAT,620,education,3
2012,3,CHHATTISGARH,22,SURGUJA,2202,education,3
2012,6,TAMIL NADU,33,PERAMBALUR,3316,poverty,1
2012,7,GOA,30,NORTH GOA,3001,education,3
2012,10,JAMMU & KASHMIR,1,SHOPIAN,115,health_care,2
2012,12,TRIPURA,16,NORTH TRIPURA,1604,donations,4
2012,1,UTTARAKHAND,5,UTTARKASHI,501,poverty,1
2012,1,PUNJAB,3,HOSHIARPUR,305,health_care,2
2012,3,GUJARAT,24,PANCH MAHALS,2417,education,3
2012,11,TRIPURA,16,DHALAI,1603,education,3
2012,12,UTTARAKHAND,5,BAGESHWAR,508,poverty,1
2012,4,ASSAM,18,DARRANG,1808,donations,4
2012,7,ARUNACHAL PRADESH,12,WEST KAMENG,1202,health_care,2
2012,12,DELHI,7,NEW DELHI,705,health_care,2
2012,3,HARYANA,6,MEWAT,620,health_care,2
2012,9,JAMMU & KASHMIR,1,RAMBAN,118,poverty,1
2012,12,JHARKHAND,20,GARHWA,2001,poverty,1
2012,6,GOA,30,NORTH GOA,3001,health_care,2
2012,2,KERALA,32,PATHANAMTHITTA,3212,education,3
2012,1,JHARKHAND,20,GODDA,2008,poverty,1
2012,5,HARYANA,6,FATEHABAD,610,donations,4
2012,1,KARNATAKA,29,KODAGU,2925,education,3
2012,7,TAMIL NADU,33,DHARMAPURI,3305,education,3
2012,10,GUJARAT,24,PANCH MAHALS,2417,poverty,1
2012,9,MANIPUR,14,SENAPATI,1401,education,3
2012,12,RAJASTHAN,8,DUNGARPUR,827,education,3
2012,3,PUDUCHERRY,34,YANAM,3401,poverty,1
2012,8,JAMMU & KASHMIR,1,RAMBAN,118,donations,4
2012,7,NAGALAND,13,MON,1301,health_care,2
2012,11,TELANGANA,36,MAHBUBNAGAR,3607,education,3
2012,9,CHHATTISGARH,22,KANKER,2214,donations,4
2012,11,GUJARAT,24,VALSAD,2425,poverty,1
2012,8,BIHAR,10,SAMASTIPUR,1019,donations,4
2012,7,CHHATTISGARH,22,KANKER,2214,donations,4
2012,9,HARYANA,6,FATEHABAD,610,donations,4
2012,9,MEGHALAYA,17,RI BHOI,1705,health_care,2
2012,1,TRIPURA,16,DHALAI,1603,health_care,2
2012,7,ODISHA,21,BOUDH,2122,education,3
2012,5,MADHYA PRADESH,23,DINDORI,2341,poverty,1
2012,6,HIMACHAL PRADESH,2,MANDI,205,education,3
2012,4,NAGALAND,13,PHEK,1308,poverty,1
2012,11,ASSAM,18,DARRANG,1808,poverty,1
2012,4,KARNATAKA,29,MANDYA,2922,donations,4
2012,10,HIMACHAL PRADESH,2,MANDI,205,poverty,1
2012,5,UTTAR PRADESH,9,MAHARAJGANJ,957,health_care,2
2012,1,UTTAR PRADESH,9,SHRAWASTI,951,donations,4
2012,10,TELANGANA,36,NIZAMABAD,3602,poverty,1
2012,5,ARUNACHAL PRADESH,12,Anjaw,1216,poverty,1
2012,8,GUJARAT,24,VADODARA,2419,poverty,1
2012,6,ASSAM,18,UDALGURI,1826,education,3
2012,8,CHHATTISGARH,22,JASHPUR,2203,health_care,2
2012,3,GUJARAT,24,PANCH MAHALS,2417,education,3
2012,11,BIHAR,10,BANKA,1023,poverty,1
2012,7,DAMAN & DIU,25,DAMAN,2502,education,3
2012,6,CHHATTISGARH,22,JASHPUR,2203,education,3
2012,3,MEGHALAYA,17,JAINTIA HILLS,1707,education,3
2012,6,TRIPURA,16,SOUTH TRIPURA,1602,education,3
2012,4,SIKKIM,11,SOUTH SIKKIM,1103,donations,4
2012,9,GUJARAT,24,VALSAD,2425,education,3
2012,1,CHHATTISGARH,22,JASHPUR,2203,education,3
2012,1,GUJARAT,24,VALSAD,2425,education,3
2012,4,ANDHRA PRADESH,28,WEST GODAVARI,2815,health_care,2
2012,7,UTTARAKHAND,5,RUDRAPRAYAG,503,poverty,1
2012,2,UTTAR PRADESH,9,SHRAWASTI,951,health_care,2
2012,3,PUDUCHERRY,34,YANAM,3401,donations,4
2012,3,PUNJAB,3,NAWANSHAHR,306,poverty,1
2012,12,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601,poverty,1
2012,9,RAJASTHAN,8,BANSWARA,828,poverty,1
2012,8,MANIPUR,14,TAMENGLONG,1402,education,3
2012,8,TELANGANA,36,MAHBUBNAGAR,3607,health_care,2
2012,12,GUJARAT,24,PANCH MAHALS,2417,health_care,2
2012,7,JHARKHAND,20,CHATRA,2003,health_care,2
2012,8,SIKKIM,11,SOUTH SIKKIM,1103,health_care,2
2012,4,KERALA,32,PATHANAMTHITTA,3212,education,3
2012,6,TRIPURA,16,DHALAI,1603,education,3
2012,4,BIHAR,10,SAMASTIPUR,1019,health_care,2
2012,5,BIHAR,10,MADHUBANI,1005,education,3
2012,5,MANIPUR,14,SENAPATI,1401,donations,4
2012,4,ANDHRA PRADESH,28,WEST GODAVARI,2815,poverty,1
2012,7,PUDUCHERRY,34,KARAIKAL,3404,donations,4
2012,9,MAHARASHTRA,27,MUMBAI II,2723,poverty,1
2012,5,KARNATAKA,29,MANDYA,2922,health_care,2
2012,8,PUDUCHERRY,34,YANAM,3401,donations,4
2012,12,UTTAR PRADESH,9,SHRAWASTI,951,education,3
2012,11,GUJARAT,24,VALSAD,2425,poverty,1
2012,11,DELHI,7,NORTH DELHI,702,health_care,2
2012,10,CHHATTISGARH,22,KANKER,2214,education,3
2012,8,UTTAR PRADESH,9,KUSHINAGAR,959,health_care,2
2012,8,KARNATAKA,29,MANDYA,2922,education,3
2012,8,SIKKIM,11,WEST SIKKIM,1102,poverty,1
2012,2,KERALA,32,IDUKKI,3209,education,3
2012,10,A & N ISLANDS,35,ANDAMANS,3501,poverty,1
2012,4,DAMAN & DIU,25,DIU,2501,poverty,1
2012,1,LAKSHADWEEP,31,LAKSHADWEEP,3101,health_care,2
2012,3,MANIPUR,14,SENAPATI,1401,education,3
2012,2,ASSAM,18,DARRANG,1808,poverty,1
2012,1,MEGHALAYA,17,RI BHOI,1705,health_care,2
2012,4,BIHAR,10,BANKA,1023,poverty,1
2012,6,ASSAM,18,DARRANG,1808,poverty,1
2012,1,GOA,30,NORTH GOA,3001,education,3
2012,3,PUNJAB,3,RUPNAGAR,307,health_care,2
2012,9,NAGALAND,13,KIPHIRE,1310,donations,4
2012,1,TAMIL NADU,33,PERAMBALUR,3316,poverty,1
2012,11,WEST BENGAL,19,PASCHIM MEDINIPUR,1920,education,3
2012,1,GOA,30,SOUTH GOA,3002,education,3
2012,5,PUDUCHERRY,34,KARAIKAL,3404,poverty,1
2012,3,SIKKIM,11,WEST SIKKIM,1102,donations,4
2012,7,GOA,30,SOUTH GOA,3002,donations,4
2012,7,PUDUCHERRY,34,KARAIKAL,3404,donations,4
2012,12,HIMACHAL PRADESH,2,BILASPUR (H.P.),208,donations,4
2012,11,MAHARASHTRA,27,MUMBAI II,2723,education,3
2012,12,ANDHRA PRADESH,28,SRIKAKULAM,2811,education,3
2012,7,GUJARAT,24,VALSAD,2425,health_care,2
2012,8,PUNJAB,3,RUPNAGAR,307,poverty,1
2012,12,TAMIL NADU,33,DHARMAPURI,3305,poverty,1
2012,8,DAMAN & DIU,25,DIU,2501,health_care,2
2012,10,ANDHRA PRADESH,28,SRIKAKULAM,2811,education,3
2012,10,ODISHA,21,KENDRAPARA,2110,poverty,1
2012,3,ANDHRA PRADESH,28,PRAKASAM,2818,health_care,2
2012,9,NAGALAND,13,KIPHIRE,1310,donations,4
2012,1,BIHAR,10,BANKA,1023,donations,4
2012,2,UTTAR PRADESH,9,KUSHINAGAR,959,poverty,1
2012,11,TAMIL NADU,33,DHARMAPURI,3305,education,3
2012,2,HIMACHAL PRADESH,2,BILASPUR (H.P.),208,health_care,2
2012,7,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601,poverty,1
2012,3,SIKKIM,11,SOUTH SIKKIM,1103,education,3
2012,3,TELANGANA,36,NALGONDA,3608,poverty,1
2012,8,BIHAR,10,BANKA,1023,poverty,1
2012,8,MANIPUR,14,SENAPATI,1401,education,3
2012,11,HARYANA,6,MEWAT,620,health_care,2
2012,12,CHHATTISGARH,22,JASHPUR,2203,health_care,2
2012,2,MEGHALAYA,17,JAINTIA HILLS,1707,health_care,2
2012,4,ODISHA,21,BOUDH,2122,health_care,2
2012,3,MAHARASHTRA,27,MUMBAI II,2723,health_care,2
2012,11,A & N ISLANDS,35,ANDAMANS,3501,health_care,2
2012,1,BIHAR,10,SAMASTIPUR,1019,health_care,2
2012,12,BIHAR,10,MADHUBANI,1005,donations,4
2012,1,GUJARAT,24,VADODARA,2419,education,3
2012,8,MAHARASHTRA,27,MUMBAI (SUBURBAN),2722,health_care,2
2012,4,LAKSHADWEEP,31,LAKSHADWEEP,3101,education,3
2012,5,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601,poverty,1
2012,8,ASSAM,18,BAKSA,1824,donations,4
2012,6,ASSAM,18,BAKSA,1824,education,3
2012,5,MEGHALAYA,17,JAINTIA HILLS,1707,poverty,1
2012,2,ARUNACHAL PRADESH,12,WEST KAMENG,1202,poverty,1
2012,11,WEST BENGAL,19,PASCHIM MEDINIPUR,1920,poverty,1
2012,10,ASSAM,18,BAKSA,1824,health_care,2
2012,3,HARYANA,6,MAHENDRAGARH,616,donations,4
2012,5,ARUNACHAL PRADESH,12,Anjaw,1216,donations,4
2012,12,SIKKIM,11,WEST SIKKIM,1102,donations,4
2012,6,ODISHA,21,BOUDH,2122,education,3
2012,11,A & N ISLANDS,35,ANDAMANS,3501,donations,4
2012,1,MAHARASHTRA,27,MUMBAI II,2723,education,3
2012,1,GUJARAT,24,VALSAD,2425,health_care,2
2012,6,UTTARAKHAND,5,UTTARKASHI,501,health_care,2
2012,3,CHHATTISGARH,22,KANKER,2214,education,3
2012,1,ARUNACHAL PRADESH,12,Anjaw,1216,poverty,1
2012,3,UTTAR PRADESH,9,SHRAWASTI,951,donations,4
2012,5,BIHAR,10,BANKA,1023,donations,4
2012,11,WEST BENGAL,19,PASCHIM MEDINIPUR,1920,health_care,2
2012,2,BIHAR,10,BANKA,1023,poverty,1
2012,12,TRIPURA,16,DHALAI,1603,poverty,1
2012,1,LAKSHADWEEP,31,LAKSHADWEEP,3101,education,3
2012,7,JAMMU & KASHMIR,1,RAMBAN,118,education,3
2012,11,MADHYA PRADESH,23,DINDORI,2341,poverty,1
2012,4,RAJASTHAN,8,BANSWARA,828,poverty,1
2012,11,UTTAR PRADESH,9,KUSHINAGAR,959,health_care,2
2012,3,DAMAN & DIU,25,DAMAN,2502,education,3
2012,3,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601,health_care,2
2012,5,DAMAN & DIU,25,DIU,2501,donations,4
2012,3,MIZORAM,15,CHAMPHAI,1504,education,3
2012,4,KERALA,32,IDUKKI,3209,health_care,2
2012,7,CHANDIGARH,4,CHANDIGARH,401,health_care,2
2012,7,HARYANA,6,MEWAT,620,poverty,1
2012,10,MAHARASHTRA,27,MUMBAI II,2723,donations,4
2012,6,SIKKIM,11,SOUTH SIKKIM,1103,poverty,1
2012,9,MEGHALAYA,17,RI BHOI,1705,health_care,2
2012,12,ANDHRA PRADESH,28,SRIKAKULAM,2811,health_care,2
2012,10,GUJARAT,24,PANCH MAHALS,2417,health_care,2
2012,7,KARNATAKA,29,KODAGU,2925,donations,4
2012,7,UTTARAKHAND,5,RUDRAPRAYAG,503,health_care,2
2012,8,JAMMU & KASHMIR,1,SHOPIAN,115,education,3
2012,9,WEST BENGAL,19,KOCH BIHAR,1903,education,3
2012,7,PUNJAB,3,NAWANSHAHR,306,poverty,1
2012,6,RAJASTHAN,8,BANSWARA,828,education,3
2012,6,NAGALAND,13,PHEK,1308,poverty,1
2012,9,NAGALAND,13,PHEK,1308,education,3
2012,2,KARNATAKA,29,MANDYA,2922,health_care,2
2012,7,MAHARASHTRA,27,MUMBAI II,2723,education,3
2012,8,UTTAR PRADESH,9,MAHARAJGANJ,957,donations,4
2012,8,GUJARAT,24,VALSAD,2425,education,3
2012,12,GOA,30,NORTH GOA,3001,poverty,1
2012,10,ARUNACHAL PRADESH,12,Anjaw,1216,health_care,2
2012,7,BIHAR,10,MADHUBANI,1005,donations,4
2012,11,GUJARAT,24,PANCH MAHALS,2417,health_care,2
2012,2,PUDUCHERRY,34,YANAM,3401,education,3
2012,1,NAGALAND,13,KIPHIRE,1310,health_care,2
2012,4,ARUNACHAL PRADESH,12,WEST KAMENG,1202,education,3
2012,9,JAMMU & KASHMIR,1,SHOPIAN,115,health_care,2
2012,11,MEGHALAYA,17,JAINTIA HILLS,1707,education,3
2012,9,PUDUCHERRY,34,KARAIKAL,3404,poverty,1
2012,10,RAJASTHAN,8,BARMER,817,education,3
2012,4,CHANDIGARH,4,CHANDIGARH,401,education,3
2012,9,JHARKHAND,20,CHATRA,2003,health_care,2
2012,9,ARUNACHAL PRADESH,12,LOWER DIBANG VALLEY,1215,poverty,1
2012,8,MADHYA PRADESH,23,SIDHI,2317,donations,4
2012,8,UTTAR PRADESH,9,SHRAWASTI,951,education,3
2012,12,TELANGANA,36,NALGONDA,3608,donations,4
2012,8,ASSAM,18,DARRANG,1808,poverty,1
2012,11,TRIPURA,16,SOUTH TRIPURA,1602,donations,4
2012,5,TELANGANA,36,MAHBUBNAGAR,3607,poverty,1
2012,8,GUJARAT,24,PANCH MAHALS,2417,health_care,2
2012,8,JHARKHAND,20,CHATRA,2003,education,3
2012,6,JAMMU & KASHMIR,1,RAMBAN,118,donations,4
2012,1,SIKKIM,11,SOUTH SIKKIM,1103,education,3
2012,11,PUNJAB,3,RUPNAGAR,307,poverty,1
2012,3,MAHARASHTRA,27,MUMBAI II,2723,health_care,2
2012,9,MANIPUR,14,CHURACHANDPUR,1403,donations,4
2012,11,RAJASTHAN,8,DUNGARPUR,827,education,3
2012,5,SIKKIM,11,NORTH SIKKIM,1101,donations,4
2012,12,DELHI,7,NEW DELHI,705,donations,4
2012,11,KARNATAKA,29,KODAGU,2925,education,3
2012,3,CHANDIGARH,4,CHANDIGARH,401,donations,4
2012,2,JHARKHAND,20,GARHWA,2001,poverty,1
2012,9,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601,education,3
2012,8,MEGHALAYA,17,JAINTIA HILLS,1707,donations,4
2012,9,PUDUCHERRY,34,PONDICHERRY,3402,education,3
2012,12,BIHAR,10,BANKA,1023,health_care,2
2012,8,DAMAN & DIU,25,DIU,2501,poverty,1
2012,10,TAMIL NADU,33,VILUPPURAM,3307,education,3
2012,8,RAJASTHAN,8,BARMER,817,poverty,1
2012,6,PUDUCHERRY,34,YANAM,3401,education,3
2012,2,SIKKIM,11,WEST SIKKIM,1102,poverty,1
2012,11,DAMAN & DIU,25,DIU,2501,education,3
2012,3,WEST BENGAL,19,PASCHIM MEDINIPUR,1920,health_care,2
2012,3,DAMAN & DIU,25,DAMAN,2502,education,3
2012,4,UTTAR PRADESH,9,KUSHINAGAR,959,education,3
2012,8,ASSAM,18,DARRANG,1808,education,3
2012,10,PUDUCHERRY,34,PONDICHERRY,3402,donations,4
2012,8,TAMIL NADU,33,PERAMBALUR,3316,education,3
2012,12,TAMIL NADU,33,PERAMBALUR,3316,donations,4
2012,7,WEST BENGAL,19,BANKURA,1913,education,3
2012,3,TAMIL NADU,33,DHARMAPURI,3305,education,3
2012,6,MIZORAM,15,CHAMPHAI,1504,education,3
2012,10,CHHATTISGARH,22,SURGUJA,2202,education,3
2012,5,A & N ISLANDS,35,ANDAMANS,3501,donations,4
2012,6,TAMIL NADU,33,PERAMBALUR,3316,health_care,2
2012,9,GUJARAT,24,PANCH MAHALS,2417,donations,4
2012,6,UTTAR PRADESH,9,KUSHINAGAR,959,health_care,2
2012,5,GUJARAT,24,PANCH MAHALS,2417,health_care,2
2012,11,PUNJAB,3,NAWANSHAHR,306,poverty,1
2012,8,WEST BENGAL,19,PASCHIM MEDINIPUR,1920,education,3
2012,3,MADHYA PRADESH,23,DINDORI,2341,donations,4
2012,7,TELANGANA,36,MAHBUBNAGAR,3607,health_care,2
2012,5,ASSAM,18,BAKSA,1824,donations,4
2012,3,KERALA,32,IDUKKI,3209,health_care,2
2012,12,DAMAN & DIU,25,DAMAN,2502,education,3
2012,2,SIKKIM,11,SOUTH SIKKIM,1103,education,3
2012,11,MANIPUR,14,CHURACHANDPUR,1403,donations,4
2012,7,TELANGANA,36,MAHBUBNAGAR,3607,donations,4
2012,8,WEST BENGAL,19,KOCH BIHAR,1903,health_care,2
2012,10,SIKKIM,11,WEST SIKKIM,1102,health_care,2
2012,10,UTTARAKHAND,5,RUDRAPRAYAG,503,poverty,1
2012,10,WEST BENGAL,19,PASCHIM MEDINIPUR,1920,education,3
2012,11,WEST BENGAL,19,PASCHIM MEDINIPUR,1920,poverty,1
2012,7,A & N ISLANDS,35,NICOBARS,3502,donations,4
2012,7,TELANGANA,36,NIZAMABAD,3602,education,3
2012,10,BIHAR,10,MADHUBANI,1005,health_care,2
2012,7,TRIPURA,16,DHALAI,1603,health_care,2
2012,11,UTTAR PRADESH,9,SHRAWASTI,951,donations,4
2012,6,ODISHA,21,NUAPADA,2125,health_care,2
2012,5,WEST BENGAL,19,KOCH BIHAR,1903,health_care,2
2012,9,MADHYA PRADESH,23,SIDHI,2317,poverty,1
2012,10,GUJARAT,24,VADODARA,2419,poverty,1
2012,7,DAMAN & DIU,25,DAMAN,2502,education,3
2012,3,WEST BENGAL,19,KOCH BIHAR,1903,poverty,1
2012,9,PUDUCHERRY,34,YANAM,3401,education,3
2012,10,SIKKIM,11,NORTH SIKKIM,1101,donations,4
2012,12,TRIPURA,16,SOUTH TRIPURA,1602,poverty,1
2012,11,WEST BENGAL,19,PASCHIM MEDINIPUR,1920,poverty,1
2012,2,GUJARAT,24,PANCH MAHALS,2417,health_care,2
2012,2,NAGALAND,13,KIPHIRE,1310,poverty,1
2012,8,DELHI,7,NEW DELHI,705,poverty,1
2012,7,SIKKIM,11,SOUTH SIKKIM,1103,poverty,1
2012,11,CHHATTISGARH,22,JASHPUR,2203,health_care,2
2012,10,GUJARAT,24,PANCH MAHALS,2417,donations,4
2012,1,MAHARASHTRA,27,GADCHIROLI,2712,education,3
2012,5,BIHAR,10,BANKA,1023,donations,4
2012,5,ARUNACHAL PRADESH,12,Anjaw,1216,donations,4
2012,11,A & N ISLANDS,35,NICOBARS,3502,health_care,2
2012,12,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601,health_care,2
2012,3,MAHARASHTRA,27,GADCHIROLI,2712,education,3
2012,12,PUNJAB,3,RUPNAGAR,307,education,3
2012,11,A & N ISLANDS,35,MIDDLE AND NORTH ANDAMANS,3503,donations,4
2012,5,KERALA,32,IDUKKI,3209,donations,4
2012,7,GUJARAT,24,VALSAD,2425,education,3
2012,7,HARYANA,6,MEWAT,620,donations,4
2012,1,MIZORAM,15,LAWNGTLAI,1507,poverty,1
2012,11,ASSAM,18,DARRANG,1808,donations,4
2012,9,MADHYA PRADESH,23,DINDORI,2341,education,3
2012,3,MANIPUR,14,TAMENGLONG,1402,poverty,1
2012,11,DELHI,7,NEW DELHI,705,poverty,1
2012,10,MEGHALAYA,17,SOUTH GARO HILLS,1703,education,3
2012,1,A & N ISLANDS,35,ANDAMANS,3501,education,3
2012,2,A & N ISLANDS,35,NICOBARS,3502,health_care,2
2012,10,KERALA,32,IDUKKI,3209,donations,4
2012,3,UTTAR PRADESH,9,MAHARAJGANJ,957,education,3
2012,6,MIZORAM,15,CHAMPHAI,1504,education,3
2012,9,GOA,30,NORTH GOA,3001,education,3
2012,4,PUNJAB,3,RUPNAGAR,307,donations,4
2012,2,ASSAM,18,BAKSA,1824,education,3
2012,7,JAMMU & KASHMIR,1,RAMBAN,118,health_care,2
2012,5,JAMMU & KASHMIR,1,KISHTWAR,117,health_care,2
2012,2,KERALA,32,IDUKKI,3209,donations,4
2012,11,PUNJAB,3,NAWANSHAHR,306,health_care,2
2012,7,RAJASTHAN,8,BARMER,817,education,3
2012,10,HIMACHAL PRADESH,2,MANDI,205,health_care,2
2012,3,TRIPURA,16,SOUTH TRIPURA,1602,donations,4
2012,1,UTTARAKHAND,5,RUDRAPRAYAG,503,donations,4
2012,6,DELHI,7,NORTH DELHI,702,donations,4
2012,3,BIHAR,10,SAMASTIPUR,1019,donations,4
2012,11,HIMACHAL PRADESH,2,MANDI,205,donations,4
2012,4,ARUNACHAL PRADESH,12,WEST KAMENG,1202,poverty,1
2012,5,PUNJAB,3,RUPNAGAR,307,poverty,1
2012,10,TAMIL NADU,33,DHARMAPURI,3305,poverty,1
2012,10,JHARKHAND,20,GARHWA,2001,education,3
2012,12,RAJASTHAN,8,BARMER,817,health_care,2
2012,5,MANIPUR,14,TAMENGLONG,1402,donations,4
2012,12,SIKKIM,11,SOUTH SIKKIM,1103,poverty,1
2012,2,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601,poverty,1
2012,11,MIZORAM,15,CHAMPHAI,1504,poverty,1
2012,10,GUJARAT,24,VADODARA,2419,health_care,2
2012,12,CHHATTISGARH,22,KANKER,2214,education,3
2012,6,MAHARASHTRA,27,MUMBAI II,2723,health_care,2
2012,12,MEGHALAYA,17,SOUTH GARO HILLS,1703,education,3
2012,4,HIMACHAL PRADESH,2,BILASPUR (H.P.),208,health_care,2
2012,7,MAHARASHTRA,27,MUMBAI II,2723,donations,4
2012,9,KARNATAKA,29,KOPPAL,2907,poverty,1
2012,1,MIZORAM,15,MAMIT,1501,health_care,2
2012,3,KERALA,32,IDUKKI,3209,donations,4
2012,1,MADHYA PRADESH,23,ALIRAJPUR,2349,donations,4
2012,8,DELHI,7,NORTH DELHI,702,poverty,1
2012,9,CHHATTISGARH,22,SURGUJA,2202,health_care,2
2012,11,WEST BENGAL,19,PASCHIM MEDINIPUR,1920,education,3
2012,8,KERALA,32,IDUKKI,3209,health_care,2
2012,8,CHHATTISGARH,22,KANKER,2214,education,3
2012,7,NAGALAND,13,PHEK,1308,donations,4
2012,10,MANIPUR,14,CHURACHANDPUR,1403,poverty,1
2012,9,JAMMU & KASHMIR,1,RAMBAN,118,poverty,1
2012,11,KARNATAKA,29,KOPPAL,2907,health_care,2
2012,10,A & N ISLANDS,35,ANDAMANS,3501,health_care,2
2012,4,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601,education,3
2012,7,MIZORAM,15,LAWNGTLAI,1507,donations,4
2012,3,DELHI,7,NEW DELHI,705,donations,4
2012,4,KARNATAKA,29,KOPPAL,2907,health_care,2
2012,4,HIMACHAL PRADESH,2,KANGRA,202,education,3
2012,5,WEST BENGAL,19,BANKURA,1913,education,3
2012,2,HARYANA,6,MEWAT,620,poverty,1
2012,2,SIKKIM,11,SOUTH SIKKIM,1103,health_care,2
2012,11,DELHI,7,CENTRAL DELHI,706,poverty,1
2012,10,ANDHRA PRADESH,28,WEST GODAVARI,2815,donations,4
2012,3,NAGALAND,13,KIPHIRE,1310,education,3
2012,10,BIHAR,10,BANKA,1023,education,3
2012,3,NAGALAND,13,PHEK,1308,health_care,2
2012,8,ODISHA,21,NUAPADA,2125,education,3
2012,11,RAJASTHAN,8,BARMER,817,health_care,2
2012,4,KARNATAKA,29,MANDYA,2922,health_care,2
2012,3,HIMACHAL PRADESH,2,KANGRA,202,donations,4
2012,9,ODISHA,21,NUAPADA,2125,education,3
2012,1,MANIPUR,14,SENAPATI,1401,education,3
2012,11,ANDHRA PRADESH,28,WEST GODAVARI,2815,education,3
2012,7,HARYANA,6,MEWAT,620,donations,4
2012,2,HARYANA,6,FATEHABAD,610,donations,4
2012,11,UTTARAKHAND,5,BAGESHWAR,508,donations,4
2012,3,TRIPURA,16,NORTH TRIPURA,1604,poverty,1
2012,1,KERALA,32,IDUKKI,3209,donations,4
2012,2,TAMIL NADU,33,DHARMAPURI,3305,health_care,2
2012,5,JAMMU & KASHMIR,1,SHOPIAN,115,poverty,1
2012,8,SIKKIM,11,NORTH SIKKIM,1101,education,3
2012,8,ANDHRA PRADESH,28,WEST GODAVARI,2815,health_care,2
2012,2,UTTARAKHAND,5,BAGESHWAR,508,poverty,1
2012,12,DADRA & NAGAR HAVELI,26,DADRA AND NAGAR HAVELI(UT),2601,donations,4
2012,6,PUNJAB,3,HOSHIARPUR,305,health_care,2
2012,3,NAGALAND,13,MON,1301,education,3
2012,8,HIMACHAL PRADESH,2,MANDI,205,poverty,1
2012,1,TELANGANA,36,MAHBUBNAGAR,3607,poverty,1
2012,4,RAJASTHAN,8,DUNGARPUR,827,education,3
2012,6,GUJARAT,24,PANCH MAHALS,2417,education,3
2012,4,UTTARAKHAND,5,BAGESHWAR,508,poverty,1
2012,2,GUJARAT,24,VADODARA,2419,health_care,2
2012,1,HIMACHAL PRADESH,2,MANDI,205,education,3
2012,10,TAMIL NADU,33,PERAMBALUR,3316,donations,4
2012,7,UTTAR PRADESH,9,SHRAWASTI,951,education,3
2012,1,A & N ISLANDS,35,NICOBARS,3502,health_care,2
2012,1,RAJASTHAN,8,BANSWARA,828,donations,4
2012,8,PUNJAB,3,RUPNAGAR,307,education,3
2012,8,MANIPUR,14,CHURACHANDPUR,1403,health_care,2
2012,3,JAMMU & KASHMIR,1,SHOPIAN,115,poverty,1
2012,12,JAMMU & KASHMIR,1,SHOPIAN,115,donations,4
2012,4,CHHATTISGARH,22,JASHPUR,2203,poverty,1
2012,2,UTTAR PRADESH,9,MAHARAJGANJ,957,donations,4
2012,10,TAMIL NADU,33,VILUPPURAM,3307,poverty,1
2012,6,MANIPUR,14,TAMENGLONG,1402,education,3
2012,10,ANDHRA PRADESH,28,PRAKASAM,2818,donations,4
2012,2,ANDHRA PRADESH,28,SRIKAKULAM,2811,health_care,2
2012,8,ODISHA,21,BOUDH,2122,donations,4
2012,7,NAGALAND,13,KIPHIRE,1310,donations,4
2012,3,CHANDIGARH,4,CHANDIGARH,401,health_care,2
2012,11,ODISHA,21,BOUDH,2122,poverty,1
2012,9,SIKKIM,11,SOUTH SIKKIM,1103,education,3
2012,1,SIKKIM,11,NORTH SIKKIM,1101,donations,4
2012,9,MAHARASHTRA,27,MUMBAI (SUBURBAN),2722,poverty,1
2012,12,JHARKHAND,20,GARHWA,2001,donations,4
2012,9,TELANGANA,36,MAHBUBNAGAR,3607,education,3
2012,9,MAHARASHTRA,27,MUMBAI (SUBURBAN),2722,education,3
2012,12,DELHI,7,CENTRAL DELHI,706,health_care,2
2012,5,KERALA,32,PATHANAMTHITTA,3212,education,3
2012,3,DELHI,7,NEW DELHI,705,health_care,2
2012,6,MANIPUR,14,CHURACHANDPUR,1403,donations,4
2012,12,ASSAM,18,UDALGURI,1826,poverty,1
2012,8,SIKKIM,11,NORTH SIKKIM,1101,donations,4
2012,6,PUDUCHERRY,34,KARAIKAL,3404,education,3
2012,12,HARYANA,6,MAHENDRAGARH,616,health_care,2
2012,1,MAHARASHTRA,27,MUMBAI (SUBURBAN),2722,education,3
2012,12,KARNATAKA,29,KODAGU,2925,poverty,1
2012,2,TELANGANA,36,NIZAMABAD,3602,poverty,1
2012,3,GUJARAT,24,VALSAD,2425,education,3
2012,1,PUDUCHERRY,34,KARAIKAL,3404,donations,4
